row,col,deg,state,res
1,1,59,1,-1
2,9,120,0,-1
1,4,161,2,-1
2,10,120,2,1
2,4,59,0,-1
1,18,120,1,-1
1,7,59,0,-1
1,14,120,2,-1
2,1,59,0,-1
2,6,146,1,1
1,7,146,2,1
2,15,146,0,-1
1,16,146,1,1
1,15,146,1,1
2,13,146,0,1
1,-1,33,0,1
2,4,45,4,1
2,14,11,5,1
2,16,141,1,-1
1,16,158,0,-1
1,11,38,4,-1
1,18,141,2,1
2,4,38,5,1
2,12,11,5,1
2,0,135,3,1
1,15,11,3,-1
1,15,11,4,-1
2,14,38,3,-1
1,6,149,3,1
1,4,158,3,-1
2,10,11,4,1
1,14,168,3,1
2,3,149,1,-1
2,13,168,3,-1
2,11,11,2,-1
2,18,11,3,-1
1,12,158,0,-1
1,5,30,6,-1
1,3,30,5,-1
2,16,38,3,-1
2,3,30,4,-1
1,2,158,3,-1
2,0,158,3,-1
2,2,21,4,-1
1,3,38,4,-1
2,12,21,1,-1
2,5,38,3,-1
1,11,158,3,-1
1,2,38,1,-1
2,2,158,1,-1
2,0,149,2,-1
2,15,21,1,1
2,16,11,2,-1
2,17,168,6,1
1,1,38,5,1
1,15,38,3,-1
1,8,45,7,1
2,16,30,3,1
1,4,149,4,1
2,18,168,6,-1
1,12,11,4,-1
1,6,38,5,-1
2,9,38,3,-1
2,15,11,5,-1
1,10,30,5,1
2,19,168,0,-1
1,3,21,5,1
1,8,158,3,-1
2,5,21,4,-1
1,7,149,2,-1
2,10,38,4,-1
1,18,135,4,1
1,0,30,6,1
1,4,30,3,-1
1,14,30,2,-1
1,18,11,3,-1
1,4,38,3,-1
1,8,21,2,-1
2,3,158,2,-1
1,2,141,2,-1
2,0,158,4,-1
2,10,38,5,-1
1,17,45,5,1
1,2,11,2,-1
1,18,21,0,-1
2,10,38,6,-1
1,2,141,3,1
1,7,45,5,-1
2,2,158,2,-1
2,0,149,3,-1
1,14,38,4,-1
2,12,21,2,1
1,3,38,5,1
2,15,168,2,-1
1,3,30,6,-1
1,0,149,1,-1
2,6,30,2,-1
2,3,149,2,-1
2,6,30,3,-1
1,14,30,3,1
2,7,141,3,-1
2,19,135,7,-1
1,6,45,5,1
1,18,11,4,-1
1,5,38,2,-1
1,2,158,4,-1
2,18,168,7,1
1,19,168,0,-1
1,2,11,3,1
2,3,141,1,-1
1,0,168,1,1
2,5,30,2,-1
1,8,158,4,-1
2,16,168,0,-1
1,9,11,3,-1
1,16,11,3,-1
1,3,30,7,1
2,15,11,6,1
2,11,168,2,-1
1,5,11,4,1
2,7,141,4,-1
2,13,45,7,1
1,18,168,3,-1
2,8,30,6,1
2,2,38,4,1
2,6,21,3,-1
2,0,21,5,-1
1,8,11,3,-1
2,5,149,2,-1
1,14,45,5,1
2,3,168,1,1
1,0,149,2,-1
2,9,38,4,-1
1,2,45,4,1
2,15,168,3,-1
1,8,38,6,-1
2,14,38,4,-1
2,9,38,5,-1
2,15,45,6,1
1,14,45,5,-1
2,6,45,5,1
1,6,45,5,-1
1,17,135,3,1
1,11,38,5,-1
2,3,141,2,1
1,18,141,2,-1
1,5,158,1,-1
2,12,38,3,-1
2,4,158,4,-1
2,13,11,2,-1
1,2,158,5,-1
1,18,21,1,1
2,11,11,3,-1
2,7,141,5,-1
2,7,38,2,-1
2,10,38,7,1
1,7,45,6,1
1,11,11,5,-1
1,6,38,6,-1
1,11,38,6,1
2,4,30,6,1
2,13,30,4,1
1,16,11,4,-1
2,1,21,2,-1
1,0,11,2,1
1,19,141,1,-1
2,15,38,4,-1
1,5,21,3,-1
1,5,158,2,-1
1,10,158,3,-1
1,7,38,5,-1
2,9,38,6,-1
2,12,30,5,1
2,4,21,3,-1
1,8,158,5,1
1,4,21,4,1
2,8,21,1,-1
2,11,11,4,1
2,15,38,5,1
2,14,141,1,1
2,7,141,6,-1
1,16,38,0,-1
2,12,38,4,-1
1,8,21,3,1
1,6,30,2,-1
1,15,158,2,1
1,15,11,5,-1
1,18,11,5,1
1,6,30,3,-1
2,8,38,6,-1
2,14,38,5,1
2,16,11,3,-1
2,1,149,2,-1
1,11,30,5,1
1,12,11,5,-1
2,7,38,3,-1
2,2,141,3,-1
2,1,158,1,-1
1,2,158,6,-1
2,13,11,3,-1
1,7,38,6,-1
1,4,158,4,-1
1,5,30,7,1
1,12,158,1,-1
1,8,11,4,-1
2,9,45,6,-1
1,17,11,2,-1
2,13,168,4,-1
2,4,158,5,1
1,4,30,4,-1
1,9,11,4,-1
2,8,21,2,-1
2,2,158,3,-1
1,6,158,3,-1
2,6,135,0,-1
1,3,45,5,-1
2,17,149,1,1
2,7,141,7,-1
1,12,158,2,-1
1,18,168,4,-1
1,4,168,0,1
2,-1,11,0,1
2,14,141,1,-1
1,11,158,4,1
2,2,30,2,-1
1,10,158,4,1
2,10,21,3,1
2,2,158,4,-1
2,13,11,4,-1
1,3,11,3,1
1,6,21,1,-1
1,14,11,7,1
2,3,30,5,-1
2,4,21,4,-1
1,15,38,4,1
1,4,38,4,-1
2,3,158,3,-1
2,3,38,3,-1
2,15,168,4,-1
2,16,141,2,1
1,5,21,4,1
1,12,45,7,-1
2,11,168,3,-1
1,9,26,3,-1
1,13,165,1,-1
2,16,26,0,-1
1,8,14,1,-1
1,1,165,1,-1
2,5,153,3,1
1,7,36,1,-1
1,7,36,2,-1
2,6,51,4,-1
2,0,165,3,1
2,0,36,3,-1
2,12,36,3,-1
1,8,36,6,-1
1,4,36,1,-1
1,1,36,0,-1
1,1,143,4,1
2,11,36,3,-1
2,11,14,1,1
1,1,36,1,-1
2,12,165,5,-1
2,6,30,4,-1
2,7,21,1,-1
1,3,45,6,-1
1,12,158,3,1
1,5,38,3,-1
2,13,38,4,-1
1,6,30,4,-1
2,2,21,5,-1
1,7,38,7,1
1,12,38,3,-1
1,3,45,7,-1
1,1,30,3,-1
2,16,168,1,-1
2,9,158,2,-1
1,4,30,5,-1
1,16,38,1,-1
2,6,38,3,-1
1,5,158,3,-1
2,9,45,7,1
1,16,158,1,-1
2,5,38,4,-1
2,6,38,4,-1
2,2,141,4,-1
1,18,141,3,1
1,0,141,0,1
2,16,168,2,-1
2,14,141,2,1
2,1,21,3,-1
1,16,30,3,1
2,3,38,4,-1
1,12,38,4,-1
2,0,149,4,1
2,3,30,6,1
1,6,30,5,-1
1,10,38,4,-1
1,4,38,5,-1
2,8,21,3,-1
1,7,21,3,1
1,5,158,4,-1
1,14,45,6,1
1,5,38,4,-1
1,6,158,4,-1
2,1,149,3,-1
2,7,51,4,-1
1,12,143,0,1
2,11,165,6,-1
2,8,26,5,1
1,9,26,4,1
1,4,26,1,-1
2,1,143,1,-1
1,1,36,2,-1
1,14,26,2,1
1,1,26,0,-1
2,17,26,1,-1
2,6,153,1,-1
2,9,26,2,-1
1,10,36,2,-1
1,11,165,2,-1
2,12,128,2,1
1,1,36,3,-1
1,15,165,1,-1
1,5,153,3,-1
1,15,14,0,-1
1,5,143,1,-1
2,8,165,1,-1
2,18,165,2,-1
2,15,128,1,-1
2,5,51,4,1
1,15,143,0,-1
1,8,51,6,1
2,14,165,3,-1
1,13,165,2,-1
1,10,153,0,-1
1,7,36,3,-1
2,18,128,0,-1
2,5,165,2,-1
1,16,165,0,-1
1,12,36,3,-1
1,2,51,1,-1
1,4,153,0,-1
2,4,36,1,-1
2,12,165,6,-1
1,17,143,2,1
2,14,128,3,1
1,4,51,4,1
1,15,143,1,1
1,18,36,1,-1
2,0,153,1,-1
1,13,153,1,1
2,8,165,2,-1
1,14,14,4,1
1,14,128,1,-1
2,6,153,2,-1
1,15,14,1,-1
1,16,128,0,-1
2,15,14,2,-1
2,17,165,2,-1
2,6,165,5,1
1,10,36,3,-1
2,2,153,1,-1
2,6,51,5,1
2,12,143,0,1
2,18,14,0,-1
1,9,14,1,-1
1,8,26,1,-1
2,1,153,3,-1
1,7,36,4,-1
2,1,51,2,-1
1,0,14,1,1
1,-1,135,4,-1
1,-1,135,5,-1
2,-1,135,0,1
2,17,165,3,-1
2,11,165,7,1
1,16,26,0,-1
2,2,14,1,-1
1,0,128,2,1
1,12,51,1,-1
1,11,51,3,-1
2,15,51,4,-1
2,18,51,3,-1
2,7,51,5,1
1,11,128,2,-1
2,18,51,4,-1
1,7,36,5,-1
2,0,153,2,-1
1,7,51,1,-1
2,16,128,2,-1
1,12,36,4,-1
1,1,36,4,-1
1,10,153,1,-1
2,16,128,3,-1
1,3,51,3,-1
2,15,14,3,1
2,9,26,3,-1
2,8,128,1,1
1,10,51,2,-1
2,14,51,4,-1
2,17,51,4,-1
1,6,36,1,-1
1,8,14,2,1
2,0,153,3,-1
2,0,143,3,-1
2,8,36,1,-1
2,17,128,4,1
2,6,26,3,-1
1,13,14,1,-1
2,2,165,3,-1
1,18,165,1,-1
1,17,128,2,-1
2,10,14,1,1
1,12,51,2,-1
2,1,128,2,1
1,5,51,4,-1
2,15,51,5,-1
2,18,51,5,1
1,9,36,5,-1
1,5,36,5,-1
1,1,51,2,-1
1,16,26,1,1
1,8,153,3,1
2,15,36,1,-1
1,17,128,3,-1
1,13,14,2,-1
1,3,26,1,-1
1,17,26,0,-1
2,0,26,1,-1
2,13,26,3,1
2,0,153,4,-1
2,18,14,1,-1
2,2,51,2,-1
1,12,128,1,-1
2,8,51,1,-1
1,9,128,0,-1
2,18,153,1,1
2,18,128,1,-1
1,11,14,3,1
1,17,128,4,1
1,3,51,4,1
2,13,128,3,1
1,13,51,6,-1
1,17,165,5,-1
2,4,51,1,-1
2,18,128,2,-1
1,13,14,3,-1
1,12,51,3,-1
2,17,165,4,-1
1,7,26,1,-1
2,8,36,2,-1
1,8,26,2,-1
1,2,26,5,-1
2,13,51,3,-1
1,7,51,2,-1
1,14,143,1,1
2,6,135,1,-1
1,1,51,3,1
1,16,128,1,-1
1,0,26,0,-1
2,6,143,1,1
1,18,165,2,-1
2,11,36,4,-1
2,4,26,0,-1
2,15,128,2,-1
1,12,128,2,1
1,8,36,7,1
1,4,36,2,-1
2,11,51,6,-1
2,12,36,4,-1
1,4,36,3,-1
1,7,153,3,-1
1,16,165,1,-1
1,13,26,2,-1
2,18,165,3,-1
2,9,153,0,-1
2,19,45,1,-1
2,19,45,2,-1
2,19,45,3,-1
2,19,45,4,-1
2,19,45,5,-1
1,13,51,7,1
2,14,36,3,-1
2,18,14,2,-1
2,7,153,3,1
2,15,165,1,-1
1,14,165,2,-1
2,8,36,3,-1
2,8,36,4,-1
2,15,51,6,1
2,1,128,2,-1
2,18,165,4,1
2,18,143,1,-1
1,14,36,2,-1
2,16,143,2,1
1,18,51,0,-1
2,11,36,5,-1
2,15,128,3,1
1,7,51,3,-1
2,10,51,5,-1
2,3,153,1,-1
2,9,36,1,-1
1,4,36,4,-1
2,2,36,5,1
2,16,51,6,1
1,7,51,4,-1
1,9,128,1,1
2,11,51,7,1
1,10,36,4,-1
2,5,21,5,1
2,13,45,7,-1
2,15,168,5,-1
2,6,21,4,-1
1,19,135,6,-1
1,8,30,5,-1
2,2,30,3,-1
1,12,11,6,-1
2,18,11,4,-1
2,13,11,5,1
2,12,168,0,-1
2,2,21,6,1
1,5,158,5,-1
1,5,158,6,1
1,0,21,1,-1
2,16,38,4,1
1,9,11,5,1
2,7,38,4,-1
2,5,149,3,1
2,8,38,7,1
2,15,168,6,1
1,1,30,4,-1
2,7,38,5,-1
2,2,158,5,-1
2,7,30,2,-1
2,12,38,5,-1
1,8,11,5,1
2,4,21,5,1
2,2,30,4,-1
1,6,30,6,-1
2,16,168,3,-1
2,2,158,6,1
1,5,38,5,-1
1,6,21,2,-1
2,1,158,2,-1
1,16,11,5,-1
1,1,158,4,-1
2,9,158,3,1
1,6,45,6,1
2,1,149,4,1
1,17,11,3,-1
2,1,158,3,-1
1,14,158,2,-1
1,16,158,2,1
2,0,158,5,-1
2,11,38,4,-1
1,7,149,3,1
1,12,11,7,1
2,11,168,4,1
2,3,149,3,1
1,15,30,3,1
1,0,21,2,-1
1,4,11,3,1
1,14,38,5,1
1,6,30,7,1
2,6,135,2,-1
2,7,30,3,-1
1,18,168,5,1
2,16,168,4,-1
2,12,168,1,-1
2,19,141,0,-1
2,6,38,5,-1
1,9,158,4,1
2,6,38,6,1
2,13,38,5,-1
2,7,38,6,1
2,6,135,3,-1
1,3,158,2,-1
1,5,38,6,1
2,13,38,6,1
2,2,141,5,-1
1,2,158,7,1
1,1,158,5,-1
1,8,38,7,1
2,7,21,2,-1
2,3,158,4,-1
2,19,158,0,1
2,4,158,5,-1
2,1,158,4,-1
1,0,149,3,-1
2,6,30,5,-1
1,19,168,1,-1
2,19,168,1,-1
2,19,168,2,-1
2,19,168,3,-1
2,19,168,4,-1
1,19,168,2,-1
2,19,168,5,-1
1,19,168,3,-1
2,19,168,6,-1
1,19,168,4,-1
2,19,168,7,1
2,7,30,4,-1
2,3,38,5,1
2,7,21,3,-1
2,5,38,5,-1
1,0,149,4,-1
1,4,38,6,1
2,11,38,5,-1
2,1,158,5,-1
1,3,45,4,1
2,18,11,5,-1
2,0,158,6,-1
2,12,38,6,1
1,2,38,2,-1
1,6,38,7,1
1,13,11,6,-1
1,12,38,5,-1
2,11,38,6,1
2,16,168,5,-1
2,5,30,3,-1
2,16,38,4,-1
2,10,168,3,1
1,3,158,3,-1
1,19,168,5,-1
2,5,30,4,-1
1,11,11,6,1
1,6,21,3,1
2,6,21,5,1
1,3,158,4,-1
2,16,168,6,1
1,19,135,7,1
1,0,21,3,-1
2,3,158,5,-1
2,16,11,4,-1
1,-1,45,0,1
2,13,21,2,1
2,10,168,3,-1
1,0,21,4,-1
1,17,11,4,-1
2,9,158,3,-1
1,19,168,6,-1
2,5,30,5,-1
1,2,38,3,-1
2,6,135,4,-1
2,9,38,7,1
2,6,135,5,-1
2,1,158,6,-1
1,0,149,5,1
1,0,21,5,-1
2,6,30,6,-1
1,11,21,1,-1
1,3,158,5,-1
1,16,11,6,1
1,17,45,5,-1
2,13,168,5,1
2,1,158,7,1
1,19,158,0,-1
2,19,149,0,-1
1,12,38,6,1
2,2,30,5,-1
1,2,38,4,-1
1,9,158,4,-1
1,17,11,5,1
1,0,21,6,1
2,4,45,4,-1
1,4,30,6,-1
1,4,30,7,1
1,2,21,1,-1
2,5,38,6,1
2,8,21,4,1
2,2,30,6,1
2,7,30,5,-1
2,6,135,6,-1
2,7,21,4,1
2,6,135,7,-1
2,6,30,7,1
2,0,21,6,-1
1,1,158,6,-1
2,0,149,4,-1
1,4,158,5,-1
1,1,30,5,-1
2,5,30,6,-1
2,18,11,6,-1
2,2,141,6,-1
2,5,30,7,1
1,19,168,7,1
1,19,135,7,-1
2,4,30,6,-1
1,1,30,6,1
2,7,30,6,1
2,12,45,7,-1
1,2,149,5,-1
1,1,158,7,1
1,19,158,1,1
1,0,158,2,-1
1,19,141,2,-1
1,13,11,7,1
1,10,38,5,-1
2,16,11,5,-1
1,15,11,6,1
2,1,21,4,-1
1,2,21,2,-1
2,18,11,7,1
1,1,21,5,-1
1,19,141,3,1
1,10,38,6,1
2,0,158,7,1
2,16,141,2,-1
2,7,30,6,-1
2,9,45,7,-1
2,11,45,7,-1
1,7,149,3,-1
2,7,135,0,-1
2,0,21,7,1
2,9,158,4,1
1,6,158,5,1
2,12,168,2,-1
2,2,141,7,-1
1,1,21,6,1
1,16,38,2,-1
1,17,45,6,-1
1,2,149,6,-1
1,17,45,7,-1
2,7,30,7,1
2,4,158,6,1
1,6,21,3,-1
1,8,30,6,1
1,19,135,4,-1
1,19,135,5,-1
1,0,158,3,-1
2,12,168,3,-1
2,4,30,7,1
2,4,45,5,1
1,16,38,3,-1
2,7,135,1,-1
2,7,135,2,-1
2,7,135,3,-1
2,7,135,4,-1
2,16,141,3,-1
1,9,158,5,1
1,3,158,6,-1
1,14,158,3,1
1,16,38,4,1
2,7,135,5,-1
1,19,168,7,-1
1,0,158,4,-1
1,2,21,3,-1
1,17,11,5,-1
2,0,149,5,1
2,16,11,6,1
2,7,135,6,-1
2,-1,51,6,-1
2,-1,51,7,-1
1,12,36,5,1
2,16,128,4,1
1,14,128,2,-1
2,0,135,3,-1
2,9,36,2,-1
2,17,51,5,1
2,5,26,0,-1
2,8,165,3,-1
1,13,14,4,1
2,9,153,1,-1
1,17,14,1,-1
2,16,14,0,-1
1,15,14,2,-1
1,6,36,2,-1
1,17,165,6,1
2,16,165,3,-1
1,5,26,2,-1
1,3,26,2,-1
1,7,153,4,1
2,17,165,5,1
1,8,165,3,-1
2,12,165,7,1
2,15,26,3,1
2,4,153,4,1
2,8,51,2,-1
2,13,51,4,-1
2,7,36,4,-1
1,3,26,3,-1
2,1,26,2,-1
2,1,51,3,1
1,9,153,1,-1
1,12,26,2,-1
1,10,36,5,-1
1,1,135,3,-1
1,0,165,1,1
2,9,26,4,-1
2,2,26,1,-1
2,16,26,1,-1
2,18,14,3,-1
1,13,26,3,1
2,16,165,4,-1
2,15,143,2,1
2,3,51,3,-1
2,19,45,6,-1
2,19,45,7,1
2,7,135,7,-1
1,2,153,0,-1
2,7,26,0,-1
1,6,36,3,-1
1,4,26,2,-1
2,9,165,0,-1
2,17,14,1,-1
1,11,128,3,-1
1,13,165,3,-1
2,17,14,2,-1
1,12,165,2,-1
1,14,165,3,-1
2,18,143,2,-1
2,18,14,4,1
2,7,36,5,-1
1,12,26,3,1
1,0,26,1,-1
2,16,26,2,1
2,-1,14,0,-1
2,9,153,2,1
2,3,26,1,-1
2,5,165,3,-1
1,16,165,2,-1
2,13,51,5,-1
1,7,51,5,1
1,18,165,3,-1
2,13,165,0,-1
2,12,143,0,-1
1,16,36,3,-1
2,14,51,5,-1
1,17,14,2,-1
1,14,36,3,-1
2,2,26,2,-1
1,2,26,6,-1
2,2,51,3,1
1,16,128,2,-1
2,5,153,3,-1
1,11,51,4,-1
1,11,128,4,-1
1,14,128,3,1
1,4,26,3,-1
2,2,165,4,1
1,5,51,5,1
2,8,165,4,-1
1,5,143,2,1
1,3,36,0,-1
1,11,51,5,-1
1,0,153,1,-1
2,10,26,2,-1
1,6,165,3,-1
2,13,51,6,-1
2,2,143,2,-1
2,1,26,3,-1
1,10,51,3,-1
2,13,51,7,-1
1,16,51,4,-1
2,10,26,3,-1
1,9,36,6,1
2,1,128,3,-1
1,11,128,5,-1
1,1,135,4,-1
2,14,36,4,-1
1,4,143,1,-1
2,17,14,3,1
2,13,165,1,-1
2,9,36,3,-1
1,5,36,6,-1
2,15,165,2,-1
2,16,36,1,-1
2,2,153,2,-1
1,8,26,3,-1
2,-1,51,0,1
1,3,143,3,1
1,9,14,2,1
1,16,36,4,1
2,3,153,2,-1
2,7,36,6,-1
1,18,26,0,-1
1,1,36,5,1
1,4,143,2,1
2,8,51,3,-1
2,6,128,0,-1
2,14,51,6,-1
2,0,26,2,-1
1,12,51,4,-1
2,5,153,4,1
1,10,36,6,1
2,7,26,1,-1
1,1,26,1,-1
1,1,26,2,-1
1,1,135,5,-1
2,8,51,4,-1
1,1,135,6,-1
1,13,36,2,-1
1,12,165,3,-1
2,16,36,2,-1
2,6,153,3,1
2,16,36,3,-1
2,10,51,6,1
2,18,36,0,-1
1,13,36,3,-1
2,9,165,1,-1
2,15,36,2,-1
2,6,26,4,-1
2,0,26,3,-1
2,6,26,5,-1
1,1,153,0,-1
2,14,51,7,-1
1,16,51,5,1
2,17,14,3,-1
2,0,135,4,-1
2,2,14,2,1
2,14,36,5,1
1,10,165,4,-1
1,16,165,3,-1
2,12,143,1,1
1,5,36,7,-1
1,11,128,6,-1
1,1,153,1,-1
2,4,51,2,-1
2,9,36,4,-1
1,14,36,4,-1
2,11,36,6,1
2,7,36,7,1
1,12,165,4,-1
2,10,165,2,-1
2,1,128,4,-1
2,9,165,2,-1
2,12,26,3,-1
1,10,51,4,-1
1,9,165,1,-1
1,12,51,5,-1
2,3,153,3,-1
1,17,14,3,-1
1,18,51,1,-1
1,13,36,4,-1
2,0,26,4,-1
2,8,153,0,-1
1,3,26,4,-1
2,1,153,4,-1
1,7,143,1,1
1,3,36,1,-1
1,0,36,1,-1
1,0,26,2,-1
1,10,165,5,1
1,3,153,1,-1
2,14,165,4,-1
2,12,26,4,1
2,2,153,3,-1
2,8,51,5,-1
1,11,51,6,-1
1,1,135,7,-1
2,8,36,5,-1
2,4,36,2,-1
2,10,26,4,1
2,12,153,1,1
1,7,26,2,-1
1,16,165,4,-1
1,17,26,1,1
1,18,14,3,-1
1,11,51,7,1
2,5,128,0,-1
2,13,165,2,-1
2,16,165,5,1
1,12,165,5,-1
2,19,165,0,-1
2,3,51,4,1
2,8,165,5,-1
2,8,51,6,1
2,16,14,1,-1
1,5,153,4,1
2,8,36,6,-1
2,17,143,2,-1
2,2,143,3,1
2,0,135,5,-1
1,0,153,2,-1
1,3,26,5,-1
2,2,153,4,1
2,1,143,2,-1
1,1,26,3,-1
1,15,26,1,-1
1,9,153,2,-1
2,13,165,3,-1
1,16,128,3,1
2,1,153,5,1
2,16,14,2,-1
1,10,51,5,-1
1,11,165,3,-1
2,1,143,3,1
1,0,36,2,-1
2,19,165,1,-1
2,18,128,3,-1
1,7,51,5,-1
2,18,36,1,-1
1,11,165,4,-1
1,15,36,2,-1
1,7,26,3,-1
2,7,26,2,-1
1,15,36,3,-1
2,0,135,6,-1
1,18,143,0,-1
2,1,26,4,-1
2,0,153,5,1
1,7,26,4,-1
1,4,153,1,-1
1,0,153,3,-1
1,18,143,1,-1
1,8,26,4,1
2,12,36,5,-1
2,14,165,5,-1
2,8,153,1,-1
1,6,36,4,-1
2,19,143,0,-1
1,4,26,4,-1
2,-1,36,0,-1
2,13,165,4,-1
1,6,36,5,-1
2,5,36,3,-1
2,3,161,3,-1
1,4,59,2,-1
2,8,161,3,-1
2,12,126,1,-1
2,5,33,3,-1
2,6,33,3,-1
2,7,33,4,-1
2,8,33,3,-1
1,7,33,2,-1
2,10,33,1,-1
2,10,33,2,-1
2,2,161,0,-1
1,18,126,1,-1
2,2,53,1,-1
2,16,126,1,-1
2,3,53,2,-1
2,14,126,2,-1
1,4,53,0,-1
2,13,126,1,-1
1,5,53,1,-1
2,12,126,2,1
2,6,53,0,-1
1,12,126,1,-1
1,7,53,2,-1
1,11,126,0,-1
1,8,53,3,-1
2,9,161,0,-1
2,7,161,2,-1
1,8,161,0,-1
1,6,161,2,-1
2,2,161,1,-1
1,3,161,3,-1
1,8,146,2,1
1,10,59,1,-1
2,14,126,3,1
2,8,18,1,-1
2,12,59,4,-1
1,10,146,1,1
2,6,146,1,-1
2,5,146,1,-1
2,13,59,2,-1
2,7,33,5,-1
2,8,33,4,-1
2,1,161,2,-1
1,10,59,2,-1
1,4,33,4,-1
2,4,18,1,-1
2,11,33,1,-1
2,2,33,2,-1
1,14,53,5,-1
2,5,53,2,-1
1,3,59,2,-1
1,9,59,1,-1
2,4,33,0,-1
2,17,126,0,-1
2,2,53,2,-1
2,14,120,2,-1
1,0,59,2,1
2,10,53,2,-1
1,13,53,2,-1
2,11,59,2,-1
1,13,120,1,-1
2,13,161,0,-1
2,14,53,5,-1
2,11,59,3,-1
2,0,135,7,-1
2,0,161,3,-1
1,10,33,0,-1
1,13,161,1,-1
2,2,120,0,1
2,9,59,4,-1
2,18,53,5,1
2,8,59,1,-1
1,18,120,2,-1
1,7,59,1,-1
1,14,120,3,1
1,9,53,2,-1
1,8,59,3,-1
2,5,161,2,-1
1,6,33,4,-1
2,18,161,1,1
2,14,161,2,-1
1,3,33,1,-1
1,4,33,5,-1
1,5,33,3,-1
1,6,33,5,-1
2,8,33,5,-1
1,8,33,5,-1
2,10,33,3,-1
2,11,33,2,-1
2,1,33,1,-1
2,2,33,3,-1
2,3,33,0,-1
2,3,33,1,-1
2,4,33,1,-1
2,5,33,4,-1
2,6,33,4,-1
1,6,33,6,-1
2,8,33,6,-1
1,7,33,3,-1
1,8,33,6,1
2,10,33,4,-1
1,9,33,3,-1
1,10,33,1,-1
2,13,33,2,-1
2,13,33,3,-1
2,15,53,3,-1
1,9,33,4,-1
1,5,33,4,-1
2,7,33,6,-1
2,8,33,7,1
1,7,33,4,-1
1,14,33,3,-1
2,3,146,3,1
1,14,33,4,1
1,2,126,1,1
2,7,53,2,-1
2,15,120,3,-1
1,6,59,0,-1
2,15,120,4,1
2,14,59,0,-1
2,15,53,4,-1
2,11,59,4,-1
1,17,53,1,-1
2,4,59,1,-1
2,6,18,2,-1
2,8,18,2,1
2,9,18,2,1
1,8,18,1,1
1,9,18,1,1
2,12,18,0,-1
2,17,18,1,1
2,18,18,1,1
2,10,168,4,1
1,6,21,4,1
2,-1,21,0,1
2,3,158,6,1
1,19,38,0,-1
1,19,38,1,-1
2,19,38,0,-1
1,19,38,2,-1
2,19,38,1,-1
1,19,38,3,-1
2,19,38,2,-1
2,19,38,3,-1
1,19,38,4,-1
2,19,38,4,-1
2,19,38,5,-1
1,19,38,5,-1
2,19,38,6,-1
2,19,38,7,1
1,2,149,7,-1
2,1,21,5,-1
2,12,168,4,1
1,2,38,5,1
1,4,158,6,1
1,11,21,2,1
2,2,141,2,1
2,19,158,0,-1
1,19,158,1,-1
1,7,149,4,-1
2,16,38,5,1
1,6,158,5,-1
2,1,21,6,-1
2,1,21,7,1
1,0,158,5,-1
2,16,141,4,-1
1,2,21,4,-1
1,3,158,7,1
1,2,21,5,1
1,7,149,5,-1
1,7,149,6,-1
1,12,149,0,-1
1,8,45,7,-1
1,17,11,6,1
2,9,59,5,1
1,15,161,2,-1
2,3,18,2,-1
1,14,126,0,-1
2,18,59,2,-1
2,0,161,4,-1
2,9,33,3,-1
2,10,33,5,-1
1,10,33,2,-1
1,11,33,1,-1
1,12,33,3,-1
2,14,33,4,1
1,13,33,0,-1
1,15,33,3,-1
1,12,59,2,-1
2,6,126,0,1
2,12,53,2,-1
1,12,53,5,-1
2,14,53,6,-1
1,14,53,6,1
2,1,146,1,-1
2,17,33,1,-1
1,16,33,3,1
2,18,33,2,-1
1,8,53,4,-1
2,18,59,3,-1
1,9,53,3,-1
2,1,59,1,-1
1,4,161,3,-1
2,12,33,1,-1
1,16,120,1,-1
2,18,126,1,-1
2,12,18,1,1
1,13,120,2,-1
2,3,53,3,1
1,15,126,2,-1
1,3,53,1,-1
2,13,126,2,-1
2,5,53,3,-1
1,13,126,1,-1
2,6,53,1,-1
1,12,126,2,1
1,6,53,0,-1
1,17,161,2,-1
1,12,33,4,1
1,0,135,3,-1
1,6,158,6,1
1,12,149,1,1
1,0,135,4,-1
1,0,135,5,-1
2,0,135,0,1
1,11,128,7,-1
2,18,36,2,-1
2,16,36,4,1
1,6,36,6,-1
2,1,128,5,-1
1,3,153,2,-1
1,18,14,4,-1
1,0,26,3,-1
1,3,36,2,-1
2,9,36,5,-1
1,4,36,5,-1
2,6,36,4,-1
2,9,26,5,1
1,0,135,6,-1
1,4,153,2,-1
1,13,36,5,1
2,1,26,5,-1
2,6,36,5,-1
1,14,36,5,1
1,10,51,6,1
1,0,135,7,-1
1,18,14,5,1
1,9,153,3,1
1,2,26,7,1
1,15,26,2,1
2,5,26,1,-1
1,1,26,4,-1
1,12,165,6,1
1,16,165,5,-1
1,8,26,4,-1
2,17,143,3,1
1,16,143,1,-1
2,2,153,4,-1
1,6,36,7,1
1,0,36,3,-1
1,10,153,2,1
2,15,36,3,-1
2,5,128,1,-1
1,18,143,2,1
1,15,36,4,1
2,6,128,1,-1
1,17,14,4,-1
1,18,165,4,-1
1,10,51,6,-1
2,5,128,2,-1
2,6,128,2,-1
1,16,149,0,-1
1,19,149,0,-1
2,16,141,5,-1
2,3,161,4,-1
1,15,53,3,-1
2,12,33,2,-1
2,13,33,4,-1
1,13,33,1,-1
1,15,33,4,1
2,17,33,2,-1
2,18,33,3,1
1,17,33,3,1
2,19,146,1,-1
2,4,146,1,-1
